floor_area_m2,storeys,structural_type,wall_material,region,finish_quality,total_blocks,total_cement_bags,total_sand_m3,total_aggregate_m3,total_cost_ghs
336.0,1,commercial_block,compressed_earth_block,Western,premium,2409,444.22,46.576,23.438,86419.69
442.16,3,bungalow,compressed_earth_block,Northern,standard,9206,1648.11,172.708,80.253,246023.62
310.31,3,bungalow,sandcrete_block,Central,standard,7803,1397.26,146.408,67.074,243232.87
109.38,3,bungalow,clay_brick,Central,standard,3006,530.99,55.622,24.307,92136.87
578.7,4,commercial_block,sandcrete_block,Western,standard,17457,3240.88,339.85,174.262,520683.78
110.04,1,storey_building,sandcrete_block,Northern,standard,882,159.94,16.764,8.0,22434.01
250.99,1,commercial_block,compressed_earth_block,Eastern,premium,2217,387.98,40.632,17.149,67180.32
298.62,4,bungalow,clay_brick,Northern,standard,10434,1871.69,196.12,89.92,296659.96
463.78,1,warehouse,sandcrete_block,Ashanti,standard,3625,653.93,68.525,31.704,110260.06
187.55,3,storey_building,sandcrete_block,Western,standard,4425,791.19,82.904,38.131,128429.36
65.07,4,warehouse,compressed_earth_block,Central,standard,2556,438.47,45.904,18.248,64733.67
541.97,3,storey_building,clay_brick,Eastern,standard,13081,2409.49,252.61,125.492,417710.22
598.74,4,storey_building,compressed_earth_block,Western,premium,19498,3510.33,367.868,172.011,705302.1
418.99,3,bungalow,clay_brick,Ashanti,standard,10499,1887.94,197.843,92.133,327011.05
445.42,1,storey_building,clay_brick,Eastern,standard,3903,673.68,70.534,28.478,115492.6
456.79,2,commercial_block,compressed_earth_block,Northern,standard,7579,1367.61,143.325,67.371,199015.07
273.75,2,warehouse,clay_brick,Ashanti,standard,4610,835.02,87.522,41.981,146256.89
43.21,2,bungalow,compressed_earth_block,Northern,premium,640,119.17,12.498,6.486,19349.18
265.57,4,storey_building,clay_brick,Ashanti,standard,8902,1582.64,165.796,73.447,299054.51
575.35,3,bungalow,clay_brick,Northern,standard,12972,2399.7,251.578,124.588,403662.99
265.3,3,warehouse,sandcrete_block,Greater Accra,standard,6555,1169.52,122.538,55.725,226875.22
78.23,4,warehouse,compressed_earth_block,Eastern,standard,2507,448.91,47.043,21.955,68430.6
98.84,3,bungalow,sandcrete_block,Ashanti,standard,2438,440.77,46.203,22.505,86177.72
477.89,4,storey_building,clay_brick,Central,standard,16012,2931.78,307.337,150.671,528929.5
592.83,1,commercial_block,sandcrete_block,Ashanti,premium,5040,909.46,95.324,45.709,202186.74
67.36,2,storey_building,clay_brick,Northern,standard,1286,225.8,23.65,10.205,34505.82
70.57,4,storey_building,sandcrete_block,Central,premium,2539,451.13,47.257,20.727,84566.88
463.83,1,storey_building,clay_brick,Central,standard,4208,737.05,77.196,33.022,129686.39
551.58,2,commercial_block,compressed_earth_block,Greater Accra,standard,8942,1577.09,165.202,72.307,284686.28
590.98,3,warehouse,sandcrete_block,Greater Accra,premium,14586,2620.85,274.637,127.219,606333.25
293.37,1,bungalow,compressed_earth_block,Eastern,standard,2295,417.68,43.774,20.677,59431.57
136.61,4,commercial_block,sandcrete_block,Northern,standard,4057,742.23,77.818,38.845,118876.81
235.59,1,commercial_block,clay_brick,Western,standard,1808,338.92,35.549,18.796,60307.91
544.97,1,warehouse,compressed_earth_block,Western,standard,4609,824.25,86.363,39.288,132555.26
340.62,1,storey_building,compressed_earth_block,Western,standard,2384,457.7,48.027,26.797,73567.94
255.22,4,warehouse,sandcrete_block,Greater Accra,standard,8439,1520.56,159.347,74.404,278204.53
91.22,4,bungalow,compressed_earth_block,Eastern,premium,2715,497.28,52.124,25.171,89470.41
121.7,1,bungalow,compressed_earth_block,Northern,standard,959,172.74,18.103,8.487,25806.0
482.2,2,warehouse,compressed_earth_block,Greater Accra,standard,7244,1311.05,137.41,65.469,216877.23
543.01,2,storey_building,clay_brick,Ashanti,premium,9090,1640.12,171.885,80.9,363734.29
47.66,1,commercial_block,compressed_earth_block,Central,standard,447,76.65,8.025,3.2,11859.16
507.92,2,bungalow,sandcrete_block,Northern,standard,7109,1336.79,140.224,74.984,187336.81
144.57,3,commercial_block,clay_brick,Greater Accra,standard,3936,684.35,71.659,29.417,138953.2
283.12,4,bungalow,clay_brick,Western,standard,10704,1889.23,197.905,87.075,341558.44
406.18,4,warehouse,clay_brick,Western,standard,12531,2305.64,241.734,120.954,376092.8
341.55,3,warehouse,clay_brick,Eastern,standard,8686,1527.04,159.953,69.58,271155.39
41.95,3,bungalow,sandcrete_block,Ashanti,premium,965,180.34,18.916,10.027,38682.26
331.97,1,storey_building,clay_brick,Ashanti,standard,2757,495.14,51.887,24.137,88923.31
188.02,4,bungalow,clay_brick,Greater Accra,standard,7101,1228.75,128.648,51.777,237543.93
226.06,3,warehouse,clay_brick,Central,standard,5962,1043.65,109.298,46.083,156699.94
580.09,3,commercial_block,compressed_earth_block,Central,standard,14644,2587.02,270.977,117.502,394962.78
527.42,2,warehouse,compressed_earth_block,Western,standard,8090,1469.08,153.979,73.738,215141.06
477.09,3,commercial_block,compressed_earth_block,Western,standard,10272,1926.15,202.022,106.343,322684.4
324.2,2,commercial_block,sandcrete_block,Greater Accra,standard,5154,917.68,96.14,42.924,168119.21
337.89,2,bungalow,sandcrete_block,Greater Accra,standard,5921,1068.67,111.996,52.595,208736.16
207.52,3,storey_building,clay_brick,Northern,premium,4547,827.44,86.721,41.202,162938.73
60.52,3,warehouse,sandcrete_block,Northern,premium,1714,293.89,30.764,11.972,50680.13
545.53,3,bungalow,compressed_earth_block,Greater Accra,standard,12355,2238.33,234.607,112.431,405544.77
598.71,3,warehouse,sandcrete_block,Western,standard,15975,2728.71,285.59,107.836,463204.43
434.08,3,storey_building,clay_brick,Central,premium,10535,1893.68,198.44,92.107,412301.54
76.5,2,storey_building,compressed_earth_block,Northern,premium,1313,233.94,24.508,10.906,39434.7
423.51,1,warehouse,compressed_earth_block,Northern,standard,3053,561.53,58.869,29.129,75559.47
545.06,4,bungalow,clay_brick,Northern,standard,20861,3671.74,384.609,167.655,513372.45
571.57,3,warehouse,clay_brick,Western,standard,13176,2387.86,250.262,118.692,427168.54
255.6,4,storey_building,compressed_earth_block,Eastern,premium,8391,1529.03,160.27,77.322,294559.45
474.79,1,bungalow,clay_brick,Central,standard,3975,712.79,74.692,34.556,119352.92
246.0,2,warehouse,clay_brick,Central,premium,4658,821.22,86.022,37.469,175408.11
579.65,1,commercial_block,clay_brick,Northern,premium,4720,852.56,89.352,42.285,153628.06
417.0,3,storey_building,clay_brick,Western,standard,9832,1741.01,182.377,80.14,294512.79
504.94,1,bungalow,sandcrete_block,Central,standard,4196,761.26,79.787,38.081,125223.91
299.29,3,storey_building,clay_brick,Central,standard,7611,1346.89,141.104,62.863,239167.65
505.29,4,commercial_block,clay_brick,Western,standard,14896,2870.91,301.314,172.738,473226.18
188.93,4,warehouse,clay_brick,Greater Accra,standard,6183,1113.83,116.736,55.388,234091.27
286.6,2,bungalow,sandcrete_block,Western,standard,5200,914.84,95.813,40.724,146131.22
400.98,1,storey_building,clay_brick,Eastern,premium,3567,627.51,65.718,27.742,139042.75
55.67,2,storey_building,clay_brick,Central,standard,850,155.27,16.276,7.968,28569.02
251.38,2,commercial_block,compressed_earth_block,Eastern,standard,3599,675.71,70.877,37.754,94781.01
529.24,3,bungalow,clay_brick,Eastern,premium,12519,2277.22,238.681,114.221,465943.54
514.1,3,warehouse,compressed_earth_block,Ashanti,standard,11711,2133.56,223.664,109.932,382659.37
530.56,1,storey_building,sandcrete_block,Ashanti,standard,4106,765.06,80.228,41.241,130528.82
230.08,2,commercial_block,compressed_earth_block,Greater Accra,standard,4095,723.94,75.841,33.745,128341.07
409.22,2,commercial_block,compressed_earth_block,Western,standard,6444,1200.47,125.896,65.279,184241.48
122.09,2,commercial_block,clay_brick,Ashanti,premium,1845,327.2,34.278,15.258,74996.18
442.51,2,warehouse,sandcrete_block,Ashanti,premium,6227,1143.75,119.91,59.485,247322.9
200.36,2,bungalow,sandcrete_block,Eastern,standard,3467,613.76,64.299,28.622,100098.36
175.65,3,commercial_block,sandcrete_block,Eastern,standard,3745,696.13,72.999,37.473,106689.91
428.76,4,bungalow,compressed_earth_block,Greater Accra,standard,13505,2474.95,259.422,125.292,449551.59
571.11,1,storey_building,clay_brick,Greater Accra,standard,4221,770.8,80.803,39.619,152143.41
409.09,1,warehouse,clay_brick,Northern,standard,3209,597.51,62.663,32.558,92013.39
210.84,2,storey_building,compressed_earth_block,Central,premium,3835,688.75,72.164,32.74,130510.4
242.82,4,commercial_block,sandcrete_block,Greater Accra,standard,9496,1638.82,171.581,69.019,318288.2
279.77,3,warehouse,compressed_earth_block,Western,premium,7405,1331.97,139.572,64.341,258910.91
428.0,4,storey_building,sandcrete_block,Central,standard,14649,2643.35,277.013,129.581,397639.9
388.8,4,bungalow,compressed_earth_block,Western,standard,13149,2359.64,247.258,114.066,377225.5
546.42,4,warehouse,compressed_earth_block,Central,premium,20108,3588.58,375.996,170.752,703346.9
567.0,3,bungalow,sandcrete_block,Ashanti,standard,12871,2349.37,246.298,121.796,457937.66
63.98,2,warehouse,sandcrete_block,Greater Accra,standard,1137,198.99,20.837,8.597,36987.71
288.65,3,storey_building,sandcrete_block,Northern,premium,7628,1370.44,143.611,66.731,245849.98
520.08,1,warehouse,compressed_earth_block,Northern,standard,3797,698.29,73.219,37.117,91721.61
573.16,4,warehouse,sandcrete_block,Northern,standard,19966,3511.7,367.774,155.408,500704.95
369.23,2,commercial_block,clay_brick,Eastern,standard,5419,1002.25,105.096,53.659,158741.21
390.33,3,bungalow,clay_brick,Ashanti,premium,9403,1701.49,178.343,85.737,416662.99
371.37,1,warehouse,compressed_earth_block,Western,standard,2405,459.62,48.222,26.433,75485.7
508.78,3,bungalow,sandcrete_block,Western,premium,14752,2615.03,273.984,123.864,526468.62
427.62,4,storey_building,clay_brick,Eastern,premium,15638,2716.22,284.399,115.587,531531.34
533.89,1,warehouse,sandcrete_block,Ashanti,standard,4968,869.24,91.033,38.385,149374.65
589.04,1,storey_building,sandcrete_block,Central,standard,5770,1000.38,104.744,42.566,151086.81
593.88,3,bungalow,compressed_earth_block,Central,standard,12783,2362.27,247.692,125.299,392139.74
97.14,1,storey_building,compressed_earth_block,Greater Accra,standard,716,133.75,14.029,7.449,23251.7
561.67,4,bungalow,compressed_earth_block,Ashanti,standard,19221,3415.99,357.879,160.187,527393.43
377.23,3,storey_building,clay_brick,Ashanti,premium,8656,1555.28,163.004,77.424,353378.6
446.23,2,storey_building,compressed_earth_block,Central,standard,8049,1437.35,150.59,67.719,231013.72
286.47,4,warehouse,compressed_earth_block,Northern,premium,8913,1639.26,171.871,86.194,286468.61
221.14,1,storey_building,sandcrete_block,Ashanti,standard,1995,350.12,36.674,15.901,59100.21
91.93,3,warehouse,sandcrete_block,Central,standard,2250,417.61,43.79,22.3,72153.59
233.07,3,storey_building,clay_brick,Central,standard,5696,1021.91,107.085,49.536,190050.52
260.0,4,commercial_block,compressed_earth_block,Eastern,standard,7630,1405.95,147.423,74.913,212933.77
259.47,4,storey_building,compressed_earth_block,Eastern,standard,8162,1537.31,161.264,86.64,222619.09
414.34,4,commercial_block,sandcrete_block,Greater Accra,premium,14483,2598.78,272.351,128.034,620184.04
589.31,4,storey_building,compressed_earth_block,Central,standard,17839,3285.71,344.474,171.23,481830.77
585.06,4,warehouse,compressed_earth_block,Central,standard,20387,3665.88,384.118,176.041,533095.29
478.83,2,storey_building,sandcrete_block,Northern,standard,8501,1512.62,158.475,71.191,232718.26
156.94,3,commercial_block,sandcrete_block,Central,premium,4501,787.04,82.434,35.437,153996.84
576.46,1,commercial_block,sandcrete_block,Western,premium,4443,811.72,85.097,42.041,164364.46
117.5,4,warehouse,clay_brick,Northern,standard,4096,741.32,77.689,36.432,119152.48
566.21,4,warehouse,clay_brick,Northern,premium,20543,3546.86,371.351,149.545,776249.77
446.64,4,storey_building,clay_brick,Western,standard,16406,2922.71,306.215,138.079,508855.8
322.34,3,bungalow,clay_brick,Ashanti,standard,8468,1503.84,157.579,72.514,260279.64
272.43,4,warehouse,sandcrete_block,Ashanti,standard,9574,1673.52,175.247,72.773,286686.87
106.88,2,warehouse,clay_brick,Eastern,standard,2014,348.57,36.498,14.915,60336.34
346.46,2,commercial_block,sandcrete_block,Northern,standard,5125,933.51,97.864,48.296,147758.28
159.95,4,warehouse,sandcrete_block,Central,premium,4733,855.41,89.651,42.485,177713.88
423.56,2,commercial_block,clay_brick,Greater Accra,standard,6596,1206.71,126.509,62.739,228627.69
325.97,2,warehouse,compressed_earth_block,Greater Accra,standard,6028,1049.19,109.858,44.867,190114.36
485.83,1,warehouse,compressed_earth_block,Greater Accra,premium,3547,671.36,70.432,38.305,156987.1
589.58,4,bungalow,sandcrete_block,Eastern,standard,18399,3321.71,348.097,162.469,515209.96
362.81,1,warehouse,sandcrete_block,Northern,standard,3008,528.2,55.321,23.593,79966.09
256.08,1,commercial_block,sandcrete_block,Central,standard,2301,413.93,43.379,20.326,64781.38
342.45,3,warehouse,compressed_earth_block,Eastern,premium,8541,1497.37,156.819,66.413,264583.43
502.17,2,bungalow,sandcrete_block,Eastern,premium,8682,1543.45,161.691,71.655,285249.73
503.52,3,commercial_block,compressed_earth_block,Northern,standard,11380,2070.7,217.047,104.72,316763.91
348.82,3,commercial_block,clay_brick,Ashanti,premium,7513,1391.66,145.936,74.905,322899.24
479.05,2,storey_building,clay_brick,Eastern,premium,8295,1459.89,152.896,64.849,326702.51
52.35,1,storey_building,clay_brick,Eastern,standard,510,88.35,9.252,3.812,14641.61
84.21,2,commercial_block,sandcrete_block,Northern,standard,1604,279.3,29.251,12.325,41715.07
322.06,1,storey_building,sandcrete_block,Central,standard,2613,476.08,49.903,24.116,78433.22
169.78,3,commercial_block,clay_brick,Western,standard,3695,687.7,72.123,37.567,119826.68
509.38,3,commercial_block,compressed_earth_block,Greater Accra,premium,11364,2108.16,221.066,113.121,511630.84
334.98,1,bungalow,sandcrete_block,Northern,standard,2305,431.29,45.23,23.482,61984.28
196.44,2,warehouse,clay_brick,Ashanti,premium,2966,544.12,57.044,28.302,126437.86
354.85,3,commercial_block,sandcrete_block,Greater Accra,standard,9807,1724.18,180.61,79.078,322995.39
507.04,1,commercial_block,sandcrete_block,Eastern,standard,4456,781.59,81.858,34.809,114364.21
169.18,4,bungalow,sandcrete_block,Northern,standard,4995,903.02,94.632,44.181,140863.83
322.41,4,warehouse,compressed_earth_block,Central,standard,11127,1951.74,204.428,88.154,300755.97
121.53,2,warehouse,compressed_earth_block,Eastern,standard,1928,358.77,37.628,19.689,51262.19
542.91,4,storey_building,compressed_earth_block,Eastern,premium,20131,3538.1,370.575,159.111,667141.43
52.64,3,storey_building,sandcrete_block,Central,standard,1240,226.23,23.713,11.39,32835.01
118.49,1,storey_building,clay_brick,Western,standard,885,163.56,17.151,8.761,28285.09
409.69,4,warehouse,clay_brick,Western,standard,11802,2153.49,225.739,109.893,369753.42
164.52,1,warehouse,clay_brick,Ashanti,standard,1458,252.78,26.465,10.663,46392.26
359.83,2,warehouse,compressed_earth_block,Ashanti,standard,6308,1115.04,116.803,51.261,185834.01
209.31,3,commercial_block,sandcrete_block,Western,premium,5289,948.94,99.431,45.549,206264.87
185.78,3,storey_building,sandcrete_block,Central,standard,5441,930.34,97.38,37.457,148257.57
423.48,1,bungalow,clay_brick,Western,standard,4132,719.25,75.325,31.822,139301.31
144.6,3,storey_building,sandcrete_block,Central,standard,3421,614.12,64.358,30.173,100828.79
295.85,2,warehouse,sandcrete_block,Central,premium,4557,819.54,85.877,39.616,169324.28
475.36,1,warehouse,compressed_earth_block,Eastern,standard,4079,744.41,78.039,38.424,110733.53
477.41,4,storey_building,sandcrete_block,Greater Accra,premium,14934,2700.75,283.06,134.606,580025.01
123.84,2,storey_building,clay_brick,Greater Accra,standard,2142,390.89,40.975,19.983,82268.92
112.03,3,bungalow,clay_brick,Greater Accra,standard,2413,438.92,46.005,22.065,87330.22
149.22,3,bungalow,sandcrete_block,Central,standard,3460,634.48,66.507,32.238,104140.0
594.53,3,storey_building,sandcrete_block,Greater Accra,standard,14989,2768.97,290.344,147.493,538956.35
340.99,4,storey_building,sandcrete_block,Eastern,standard,11981,2180.73,228.579,110.157,345599.03
428.68,4,commercial_block,sandcrete_block,Eastern,standard,13847,2575.35,270.077,139.618,439798.68
191.19,2,bungalow,sandcrete_block,Western,standard,2739,516.49,54.179,29.044,83073.92
486.84,4,commercial_block,sandcrete_block,Central,standard,18628,3236.3,338.894,140.474,500711.25
291.08,1,commercial_block,sandcrete_block,Northern,standard,2046,384.73,40.348,20.998,61726.48
384.99,1,warehouse,clay_brick,Ashanti,premium,3584,621.72,65.098,26.53,127263.88
307.36,3,warehouse,sandcrete_block,Greater Accra,standard,7091,1305.64,136.89,68.541,243548.38
53.24,1,commercial_block,sandcrete_block,Northern,premium,543,91.4,9.564,3.525,16002.32
523.52,3,commercial_block,sandcrete_block,Eastern,premium,12693,2178.5,228.048,89.136,423100.91
443.95,3,commercial_block,clay_brick,Ashanti,premium,11094,1958.16,205.11,89.077,483255.16
402.95,2,warehouse,compressed_earth_block,Ashanti,standard,5928,1105.5,115.939,60.327,175191.2
493.24,1,warehouse,compressed_earth_block,Eastern,premium,3622,674.37,70.723,36.698,123813.3
533.98,1,commercial_block,compressed_earth_block,Ashanti,standard,4148,741.32,77.666,34.843,125160.32
90.59,4,storey_building,clay_brick,Western,standard,3348,585.54,61.32,25.712,100746.78
532.61,1,warehouse,clay_brick,Ashanti,standard,4995,867.08,90.801,37.892,157579.61
375.17,4,commercial_block,clay_brick,Greater Accra,premium,14537,2510.55,262.904,109.555,617921.17
209.56,4,storey_building,compressed_earth_block,Ashanti,standard,7733,1366.71,143.164,62.676,219324.0
495.57,4,storey_building,compressed_earth_block,Ashanti,standard,16731,2974.46,311.61,138.643,499519.4
162.9,1,commercial_block,compressed_earth_block,Eastern,standard,1136,216.54,22.721,12.598,34654.69
579.17,4,storey_building,compressed_earth_block,Western,standard,17597,3254.94,341.308,173.83,492732.67
49.97,3,storey_building,sandcrete_block,Northern,standard,1077,198.98,20.865,10.632,30664.27
445.04,2,storey_building,clay_brick,Greater Accra,standard,6717,1217.86,127.647,61.083,263737.76
404.31,3,bungalow,clay_brick,Central,standard,10363,1871.42,196.119,91.856,323269.68
218.84,3,commercial_block,compressed_earth_block,Central,premium,5925,1063.6,111.448,51.26,207301.22
554.56,3,warehouse,sandcrete_block,Central,standard,13715,2410.24,252.435,107.715,398692.52
586.99,1,bungalow,sandcrete_block,Western,premium,3944,746.99,78.35,41.442,166241.13
299.89,1,commercial_block,compressed_earth_block,Central,premium,2542,455.0,47.675,21.807,92050.61
346.77,4,warehouse,clay_brick,Greater Accra,standard,12717,2272.32,238.064,106.662,441688.71
259.48,3,warehouse,compressed_earth_block,Eastern,standard,7396,1313.99,137.666,61.962,193461.72
503.11,4,bungalow,clay_brick,Greater Accra,standard,15976,2923.95,306.535,151.516,597889.36
353.98,4,storey_building,sandcrete_block,Greater Accra,standard,11724,2059.89,215.782,94.867,391451.72
268.86,2,commercial_block,clay_brick,Western,standard,5182,914.14,95.754,41.725,159475.05
597.16,1,bungalow,clay_brick,Northern,premium,4800,890.38,93.37,47.984,166221.02
373.86,3,warehouse,sandcrete_block,Western,standard,9399,1733.77,181.773,90.673,304997.22
425.36,3,bungalow,compressed_earth_block,Western,standard,9446,1733.72,181.775,91.21,274899.43
499.18,1,warehouse,compressed_earth_block,Western,standard,3942,720.01,75.479,37.005,111610.44
351.72,2,commercial_block,clay_brick,Ashanti,standard,6431,1137.32,119.139,52.42,219304.14
494.26,4,storey_building,compressed_earth_block,Northern,standard,16433,3010.37,315.598,156.225,444747.85
386.42,4,commercial_block,clay_brick,Central,premium,12448,2278.05,238.826,118.378,505323.81
197.81,1,warehouse,sandcrete_block,Greater Accra,standard,1695,297.42,31.15,13.244,55998.96
216.77,4,bungalow,clay_brick,Western,premium,7385,1350.22,141.53,68.476,272246.69
245.94,1,bungalow,sandcrete_block,Western,standard,2421,414.62,43.4,16.783,60182.99
168.89,1,storey_building,sandcrete_block,Ashanti,premium,1476,262.29,27.483,12.531,50713.26
209.75,2,bungalow,clay_brick,Eastern,standard,3694,674.04,70.645,33.62,110530.86
60.27,2,storey_building,clay_brick,Greater Accra,standard,1034,182.45,19.108,8.096,36908.22
409.09,3,storey_building,sandcrete_block,Ashanti,standard,10200,1841.01,192.932,90.307,306930.87
319.46,2,bungalow,clay_brick,Northern,standard,4629,857.57,89.927,46.022,124714.75
457.28,1,commercial_block,compressed_earth_block,Western,standard,3120,601.73,63.141,35.269,96850.98
130.82,1,commercial_block,compressed_earth_block,Ashanti,standard,958,180.52,18.938,10.257,29183.82
258.58,4,bungalow,clay_brick,Eastern,standard,7589,1423.19,149.284,79.613,244479.32
578.17,1,storey_building,compressed_earth_block,Western,standard,4804,873.61,91.576,44.569,148542.55
504.02,1,bungalow,sandcrete_block,Western,standard,4403,778.49,81.541,35.174,126229.73
280.73,2,commercial_block,clay_brick,Greater Accra,standard,4055,759.13,79.615,41.56,150013.97
528.59,2,bungalow,compressed_earth_block,Eastern,premium,9092,1638.24,171.689,80.917,317397.93
558.48,3,commercial_block,sandcrete_block,Northern,standard,14221,2566.93,269.039,128.303,371718.9
84.54,4,storey_building,sandcrete_block,Northern,standard,2481,471.13,49.429,27.084,71195.59
93.1,2,commercial_block,compressed_earth_block,Western,standard,1361,244.11,25.582,11.969,35479.47
399.76,4,bungalow,compressed_earth_block,Central,standard,11594,2154.76,225.961,116.23,337665.14
93.48,1,warehouse,sandcrete_block,Ashanti,standard,776,138.77,14.54,6.608,22859.67
376.65,1,warehouse,clay_brick,Greater Accra,standard,3054,549.22,57.544,26.066,105117.73
214.75,1,bungalow,compressed_earth_block,Greater Accra,premium,1795,320.6,33.588,15.037,67985.09
52.74,1,commercial_block,clay_brick,Central,standard,477,81.88,8.572,3.389,14865.18
79.13,3,storey_building,sandcrete_block,Western,standard,2117,369.09,38.649,15.982,61799.68
471.67,1,commercial_block,compressed_earth_block,Greater Accra,standard,4192,749.6,78.551,36.474,145607.82
136.35,4,storey_building,clay_brick,Western,standard,4487,808.32,84.71,39.75,158963.48
47.24,2,warehouse,clay_brick,Northern,standard,829,149.42,15.657,7.231,22707.19
414.05,1,warehouse,clay_brick,Central,standard,3432,608.09,63.692,27.485,94822.23
401.76,3,storey_building,compressed_earth_block,Western,standard,9368,1707.98,179.01,85.169,259967.76
59.2,2,warehouse,clay_brick,Ashanti,standard,849,160.39,16.823,8.966,27526.8
155.45,4,warehouse,clay_brick,Western,premium,4765,872.87,91.51,45.328,189797.32
571.06,3,warehouse,clay_brick,Ashanti,standard,14342,2628.18,275.553,137.961,497540.4
180.34,3,commercial_block,clay_brick,Eastern,standard,4195,743.25,77.863,34.561,124024.06
54.14,1,storey_building,sandcrete_block,Greater Accra,premium,406,75.33,7.899,4.045,17002.82
94.32,1,bungalow,compressed_earth_block,Greater Accra,standard,784,143.12,15.004,7.368,28752.22
240.35,4,commercial_block,sandcrete_block,Central,standard,8349,1467.14,153.663,65.721,231728.85
570.25,1,commercial_block,clay_brick,Central,standard,3980,750.39,78.717,42.357,138662.54
396.46,3,warehouse,sandcrete_block,Ashanti,standard,10081,1755.14,183.803,76.988,284963.16
284.31,1,storey_building,sandcrete_block,Eastern,standard,2566,455.12,47.676,20.943,68604.01
391.42,4,bungalow,compressed_earth_block,Central,standard,12508,2237.53,234.43,105.827,353578.43
397.86,2,commercial_block,sandcrete_block,Western,premium,6911,1209.28,126.631,52.427,273922.69
574.2,2,storey_building,clay_brick,Central,standard,9789,1751.28,183.493,83.453,314768.22
104.43,1,warehouse,sandcrete_block,Greater Accra,standard,830,149.79,15.698,7.423,27638.49
118.5,3,bungalow,clay_brick,Central,standard,2716,494.11,51.792,25.008,80807.91
406.49,2,storey_building,sandcrete_block,Eastern,standard,5887,1140.0,119.653,68.927,160565.66
75.58,4,bungalow,clay_brick,Eastern,premium,2347,426.43,44.696,21.426,92955.14
94.59,1,commercial_block,sandcrete_block,Central,standard,767,138.61,14.528,6.922,23332.19
426.6,4,storey_building,compressed_earth_block,Ashanti,premium,15406,2648.87,277.331,111.516,515559.22
394.53,2,bungalow,sandcrete_block,Greater Accra,standard,6842,1206.76,126.404,54.991,212304.62
456.18,3,commercial_block,sandcrete_block,Eastern,standard,13119,2258.07,236.415,95.068,386899.65
220.14,2,warehouse,sandcrete_block,Greater Accra,standard,3822,670.61,70.238,30.128,124936.18
96.51,4,commercial_block,compressed_earth_block,Western,standard,2818,514.85,53.97,26.337,78747.19
417.12,1,commercial_block,clay_brick,Eastern,standard,3895,690.15,72.296,31.821,114647.75
507.46,3,bungalow,compressed_earth_block,Eastern,premium,13711,2392.29,250.517,104.183,450569.63
265.16,3,bungalow,sandcrete_block,Central,standard,6470,1162.43,121.806,56.077,190677.73
118.9,4,bungalow,clay_brick,Northern,premium,3363,620.27,65.035,32.697,126782.3
347.84,2,storey_building,compressed_earth_block,Western,standard,5202,994.58,104.357,57.824,154289.74
211.93,2,bungalow,clay_brick,Eastern,premium,3503,632.83,66.32,31.196,136944.58
40.97,3,storey_building,sandcrete_block,Ashanti,standard,915,170.1,17.841,9.417,26507.91
379.27,4,commercial_block,sandcrete_block,Ashanti,standard,14389,2510.36,262.877,109.015,437940.91
83.1,3,warehouse,clay_brick,Greater Accra,standard,2139,381.61,39.982,18.058,74930.74
489.95,1,commercial_block,sandcrete_block,Central,premium,3596,664.87,69.72,35.696,135762.31
378.23,3,storey_building,compressed_earth_block,Eastern,standard,8629,1600.69,167.837,84.852,242594.31
293.48,1,warehouse,compressed_earth_block,Ashanti,standard,2171,389.38,40.805,19.042,62287.46
475.5,1,bungalow,clay_brick,Greater Accra,standard,4185,741.2,77.641,33.946,130105.22
329.48,1,warehouse,clay_brick,Ashanti,standard,2848,501.88,52.558,21.999,91236.13
147.29,1,warehouse,compressed_earth_block,Greater Accra,standard,1206,221.18,23.19,11.586,42453.51
165.63,1,commercial_block,clay_brick,Eastern,standard,1552,270.19,28.295,11.883,46300.36
581.48,2,bungalow,sandcrete_block,Greater Accra,standard,11164,1924.73,201.522,81.508,331371.11
256.08,2,bungalow,compressed_earth_block,Northern,standard,4370,786.61,82.432,38.494,115786.28
515.75,2,bungalow,clay_brick,Ashanti,standard,10079,1784.73,186.968,82.937,333355.28
157.64,3,warehouse,compressed_earth_block,Northern,standard,3334,628.9,65.979,35.96,89845.05
99.23,3,bungalow,compressed_earth_block,Central,standard,2484,444.29,46.555,21.43,66097.6
72.5,4,storey_building,clay_brick,Greater Accra,premium,2696,463.71,48.549,19.462,122822.55
522.7,3,bungalow,sandcrete_block,Western,standard,12613,2194.15,229.79,97.089,374989.74
552.47,1,warehouse,compressed_earth_block,Central,standard,4537,819.37,85.87,40.425,131166.63
555.74,1,bungalow,clay_brick,Ashanti,standard,4878,856.95,89.758,38.682,163972.76
521.03,2,bungalow,clay_brick,Central,premium,7913,1417.87,148.556,67.345,273908.76
539.12,2,bungalow,clay_brick,Central,standard,7630,1432.57,150.26,79.488,258920.95
324.78,4,bungalow,compressed_earth_block,Eastern,standard,12122,2127.12,222.782,95.004,310433.11
435.43,3,commercial_block,compressed_earth_block,Ashanti,premium,10438,1902.81,199.485,98.789,388978.46
347.37,4,bungalow,clay_brick,Northern,premium,11745,2054.26,215.119,89.486,430687.57
227.9,1,storey_building,compressed_earth_block,Western,standard,1593,292.46,30.658,14.942,44507.42
338.59,4,warehouse,compressed_earth_block,Greater Accra,premium,10949,2005.89,210.272,102.789,432147.97
110.48,2,storey_building,compressed_earth_block,Greater Accra,premium,1827,336.13,35.24,17.532,82093.58
227.52,2,storey_building,clay_brick,Western,standard,3701,654.28,68.541,30.366,100511.42
